,day,views,redViews,comments,likes,dislikes,videosAddedToPlaylists,videosRemovedFromPlaylists,shares,estimatedMinutesWatched,estimatedRedMinutesWatched,averageViewDuration,averageViewPercentage,annotationClickThroughRate,annotationCloseRate,annotationImpressions,annotationClickableImpressions,annotationClosableImpressions,annotationClicks,annotationCloses,cardClickRate,cardTeaserClickRate,cardImpressions,cardTeaserImpressions,cardClicks,cardTeaserClicks,subscribersGained,subscribersLost,estimatedRevenue,estimatedAdRevenue,grossRevenue,estimatedRedPartnerRevenue,monetizedPlaybacks,playbackBasedCpm,adImpressions,cpm
94,2020-04-04,122,1,37,12,0,0,0,1,248,0,122,7.84,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
95,2020-04-05,127,10,2,4,0,1,0,0,275,21,130,10.81,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
96,2020-04-06,95,10,1,2,0,1,0,0,189,5,119,10.33,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
97,2020-04-07,95,2,0,8,1,0,0,0,263,1,166,15.67,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
98,2020-04-08,124,5,0,1,1,1,0,0,263,41,127,12.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
99,2020-04-09,127,2,1,1,1,1,0,1,399,0,188,18.6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
100,2020-04-10,88,0,0,5,0,0,0,0,264,0,180,15.54,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
101,2020-04-11,76,1,0,1,0,0,0,2,172,0,135,11.53,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
102,2020-04-12,100,1,0,4,0,1,0,0,356,2,213,19.72,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
103,2020-04-13,117,1,15,3,0,6,1,0,193,2,99,9.34,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
104,2020-04-14,64,4,0,0,0,0,1,0,68,5,63,5.35,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
105,2020-04-15,112,2,4,6,0,1,1,3,162,0,87,9.41,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
106,2020-04-16,183,39,2,2,1,0,0,0,578,210,189,19.63,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
107,2020-04-17,218,10,3,9,0,1,0,2,330,56,91,9.88,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
